corridor_encoded,event_cause_encoded,vehicle_type_encoded,police_station_encoded,zone_encoded,hour_of_day,day_of_week,month,is_peak_hour,is_weekend,is_night,hour_sin,hour_cos,is_high_priority_corridor,is_non_corridor,has_vehicle_type,has_zone,station_load,y_closure,y_priority,y_duration,id,corridor,event_cause,priority,cause_corridor_key,cause_priority_key,cause_station_key,police_station,zone,is_stale_active
7,16,0,33,10,7,4,4,0,0,0,0.9659258262890683,-0.25881904510252063,1,0,0,0,184,0,1,142.49620595,FKID003805,Hosur Road,water_logging,High,water_logging_Hosur Road,water_logging_High,water_logging_Madiwala,Madiwala,__MISSING__,0
7,16,0,33,10,7,4,4,0,0,0,0.9659258262890683,-0.25881904510252063,1,0,0,0,184,0,1,142.60774456666667,FKID003806,Hosur Road,water_logging,High,water_logging_Hosur Road,water_logging_High,water_logging_Madiwala,Madiwala,__MISSING__,0
1,16,0,24,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,0,0,0,0,178,0,1,,FKID003807,Bannerghata Road,water_logging,High,water_logging_Bannerghata Road,water_logging_High,water_logging_Jayanagara,Jayanagara,__MISSING__,0
1,16,0,37,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,0,0,0,0,116,0,1,,FKID003808,Bannerghata Road,water_logging,High,water_logging_Bannerghata Road,water_logging_High,water_logging_Mico Layout,Mico Layout,__MISSING__,0
1,13,0,22,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,0,0,0,0,124,0,1,,FKID003809,Bannerghata Road,tree_fall,High,tree_fall_Bannerghata Road,tree_fall_High,tree_fall_J.P. Nagar,J.P. Nagar,__MISSING__,0
1,16,0,22,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,0,0,0,0,124,0,1,,FKID003810,Bannerghata Road,water_logging,High,water_logging_Bannerghata Road,water_logging_High,water_logging_J.P. Nagar,J.P. Nagar,__MISSING__,0
11,13,0,51,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,105,1,0,16.979280016666667,FKID003811,Non-corridor,tree_fall,Low,tree_fall_Non-corridor,tree_fall_Low,tree_fall_Wilson Garden,Wilson Garden,__MISSING__,0
11,16,0,0,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,120,0,0,40.03074528333333,FKID003812,Non-corridor,water_logging,Low,water_logging_Non-corridor,water_logging_Low,water_logging_Adugodi,Adugodi,__MISSING__,0
16,13,0,2,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,1,0,0,0,102,0,1,72.61775473333334,FKID003813,ORR West 1,tree_fall,High,tree_fall_ORR West 1,tree_fall_High,tree_fall_Banashankari,Banashankari,__MISSING__,0
11,13,0,24,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,178,1,0,96.0607281,FKID003814,Non-corridor,tree_fall,Low,tree_fall_Non-corridor,tree_fall_Low,tree_fall_Jayanagara,Jayanagara,__MISSING__,0
11,13,0,22,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,124,0,0,1393.53298145,FKID003815,Non-corridor,tree_fall,Low,tree_fall_Non-corridor,tree_fall_Low,tree_fall_J.P. Nagar,J.P. Nagar,__MISSING__,0
3,14,3,52,10,5,4,4,0,0,1,0.9659258262890683,0.25881904510252074,1,0,1,0,377,0,1,,FKID003816,Bellary Road 2,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 2,vehicle_breakdown_High,vehicle_breakdown_Yelahanka,Yelahanka,__MISSING__,0
2,14,3,20,10,6,4,4,0,0,0,1.0,6.123233995736766e-17,1,0,1,0,185,0,1,,FKID003817,Bellary Road 1,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_High,vehicle_breakdown_High ground,High ground,__MISSING__,0
11,14,3,19,10,6,4,4,0,0,0,1.0,6.123233995736766e-17,0,1,1,0,276,0,0,,FKID003818,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Hennuru,Hennuru,__MISSING__,0
11,14,2,41,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,0,1,1,0,127,0,0,,FKID003819,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_R.T. Nagar,R.T. Nagar,__MISSING__,0
11,14,4,51,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,0,1,1,0,105,1,0,32.297003716666666,FKID003820,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Wilson Garden,Wilson Garden,__MISSING__,0
7,16,0,15,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,1,0,0,0,116,0,1,,FKID003821,Hosur Road,water_logging,High,water_logging_Hosur Road,water_logging_High,water_logging_HSR Layout,HSR Layout,__MISSING__,0
7,16,0,15,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,1,0,0,0,116,0,1,,FKID003822,Hosur Road,water_logging,High,water_logging_Hosur Road,water_logging_High,water_logging_HSR Layout,HSR Layout,__MISSING__,0
11,13,0,51,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,105,0,0,,FKID003823,Non-corridor,tree_fall,Low,tree_fall_Non-corridor,tree_fall_Low,tree_fall_Wilson Garden,Wilson Garden,__MISSING__,0
7,16,0,33,10,9,4,4,1,0,0,0.7071067811865476,-0.7071067811865475,1,0,0,0,184,0,1,49.00152443333333,FKID003824,Hosur Road,water_logging,High,water_logging_Hosur Road,water_logging_High,water_logging_Madiwala,Madiwala,__MISSING__,0
16,16,0,22,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,1,0,0,0,124,0,1,1373.5644947333335,FKID003825,ORR West 1,water_logging,High,water_logging_ORR West 1,water_logging_High,water_logging_J.P. Nagar,J.P. Nagar,__MISSING__,0
7,13,0,37,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,1,0,0,0,116,1,1,,FKID003826,Hosur Road,tree_fall,High,tree_fall_Hosur Road,tree_fall_High,tree_fall_Mico Layout,Mico Layout,__MISSING__,0
1,16,0,37,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,0,0,0,0,116,0,1,,FKID003827,Bannerghata Road,water_logging,High,water_logging_Bannerghata Road,water_logging_High,water_logging_Mico Layout,Mico Layout,__MISSING__,0
1,16,0,37,10,8,4,4,1,0,0,0.8660254037844387,-0.4999999999999998,0,0,0,0,116,0,1,,FKID003828,Bannerghata Road,water_logging,High,water_logging_Bannerghata Road,water_logging_High,water_logging_Mico Layout,Mico Layout,__MISSING__,0
7,16,0,15,10,9,4,4,1,0,0,0.7071067811865476,-0.7071067811865475,1,0,0,0,116,0,1,,FKID003829,Hosur Road,water_logging,High,water_logging_Hosur Road,water_logging_High,water_logging_HSR Layout,HSR Layout,__MISSING__,0
7,13,0,33,10,9,4,4,1,0,0,0.7071067811865476,-0.7071067811865475,1,0,0,0,184,1,1,,FKID003830,Hosur Road,tree_fall,High,tree_fall_Hosur Road,tree_fall_High,tree_fall_Madiwala,Madiwala,__MISSING__,0
11,13,0,0,10,9,4,4,1,0,0,0.7071067811865476,-0.7071067811865475,0,1,0,0,120,1,0,,FKID003831,Non-corridor,tree_fall,Low,tree_fall_Non-corridor,tree_fall_Low,tree_fall_Adugodi,Adugodi,__MISSING__,0
7,16,0,15,10,9,4,4,1,0,0,0.7071067811865476,-0.7071067811865475,1,0,0,0,116,0,1,,FKID003832,Hosur Road,water_logging,High,water_logging_Hosur Road,water_logging_High,water_logging_HSR Layout,HSR Layout,__MISSING__,0
7,16,0,15,10,9,4,4,1,0,0,0.7071067811865476,-0.7071067811865475,1,0,0,0,116,0,1,,FKID003833,Hosur Road,water_logging,High,water_logging_Hosur Road,water_logging_High,water_logging_HSR Layout,HSR Layout,__MISSING__,0
7,16,0,15,10,9,4,4,1,0,0,0.7071067811865476,-0.7071067811865475,1,0,0,0,116,0,1,,FKID003834,Hosur Road,water_logging,High,water_logging_Hosur Road,water_logging_High,water_logging_HSR Layout,HSR Layout,__MISSING__,0
11,16,0,51,10,9,4,4,1,0,0,0.7071067811865476,-0.7071067811865475,0,1,0,0,105,0,0,16.5208074,FKID003835,Non-corridor,water_logging,Low,water_logging_Non-corridor,water_logging_Low,water_logging_Wilson Garden,Wilson Garden,__MISSING__,0
11,13,0,16,10,9,4,4,1,0,0,0.7071067811865476,-0.7071067811865475,0,1,0,0,118,1,0,548.7531228,FKID003836,Non-corridor,tree_fall,Low,tree_fall_Non-corridor,tree_fall_Low,tree_fall_Halasur,Halasur,__MISSING__,0
11,6,0,0,10,9,4,4,1,0,0,0.7071067811865476,-0.7071067811865475,0,1,0,0,120,0,0,,FKID003837,Non-corridor,others,Low,others_Non-corridor,others_Low,others_Adugodi,Adugodi,__MISSING__,0
11,13,0,22,10,9,4,4,1,0,0,0.7071067811865476,-0.7071067811865475,0,1,0,0,124,0,0,1320.4380149333333,FKID003838,Non-corridor,tree_fall,Low,tree_fall_Non-corridor,tree_fall_Low,tree_fall_J.P. Nagar,J.P. Nagar,__MISSING__,0
7,13,0,13,10,9,4,4,1,0,0,0.7071067811865476,-0.7071067811865475,1,0,0,0,124,0,1,,FKID003839,Hosur Road,tree_fall,High,tree_fall_Hosur Road,tree_fall_High,tree_fall_Electronic City,Electronic City,__MISSING__,0
7,13,0,13,10,9,4,4,1,0,0,0.7071067811865476,-0.7071067811865475,1,0,0,0,124,0,1,,FKID003840,Hosur Road,tree_fall,High,tree_fall_Hosur Road,tree_fall_High,tree_fall_Electronic City,Electronic City,__MISSING__,0
1,13,0,22,10,10,4,4,1,0,0,0.49999999999999994,-0.8660254037844387,0,0,0,0,124,1,1,,FKID003841,Bannerghata Road,tree_fall,High,tree_fall_Bannerghata Road,tree_fall_High,tree_fall_J.P. Nagar,J.P. Nagar,__MISSING__,0
11,13,0,22,10,10,4,4,1,0,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,124,1,0,,FKID003842,Non-corridor,tree_fall,Low,tree_fall_Non-corridor,tree_fall_Low,tree_fall_J.P. Nagar,J.P. Nagar,__MISSING__,0
11,13,0,22,10,11,4,4,0,0,0,0.258819045102521,-0.9659258262890682,0,1,0,0,124,0,0,,FKID003843,Non-corridor,tree_fall,Low,tree_fall_Non-corridor,tree_fall_Low,tree_fall_J.P. Nagar,J.P. Nagar,__MISSING__,0
11,16,0,4,10,10,4,4,1,0,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,47,0,0,,FKID003844,Non-corridor,water_logging,Low,water_logging_Non-corridor,water_logging_Low,water_logging_Basavanagudi,Basavanagudi,__MISSING__,0
11,13,0,4,10,10,4,4,1,0,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,47,1,0,536.49335105,FKID003845,Non-corridor,tree_fall,Low,tree_fall_Non-corridor,tree_fall_Low,tree_fall_Basavanagudi,Basavanagudi,__MISSING__,0
2,14,4,43,10,18,4,4,1,0,0,-1.0,-1.8369701987210297e-16,1,0,1,0,302,0,1,48.2565839,FKID003846,Bellary Road 1,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_High,vehicle_breakdown_Sadashivanagar,Sadashivanagar,__MISSING__,0
10,14,4,17,10,17,4,4,1,0,0,-0.9659258262890683,-0.25881904510252063,1,0,1,0,297,0,1,,FKID003847,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Halasuru Gate,Halasuru Gate,__MISSING__,0
16,13,0,22,10,19,4,4,1,0,0,-0.9659258262890684,0.2588190451025203,1,0,0,0,124,0,1,,FKID003848,ORR West 1,tree_fall,High,tree_fall_ORR West 1,tree_fall_High,tree_fall_J.P. Nagar,J.P. Nagar,__MISSING__,0
11,14,6,23,10,20,4,4,1,0,0,-0.8660254037844386,0.5000000000000001,0,1,1,0,197,0,0,,FKID003849,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Jalahalli,Jalahalli,__MISSING__,0
10,14,6,6,10,18,4,4,1,0,0,-1.0,-1.8369701987210297e-16,1,0,1,0,297,0,1,,FKID003850,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Byatarayanapura,Byatarayanapura,__MISSING__,0
3,14,3,9,10,19,4,4,1,0,0,-0.9659258262890684,0.2588190451025203,1,0,1,0,74,0,1,,FKID003851,Bellary Road 2,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 2,vehicle_breakdown_High,vehicle_breakdown_Chikkajala,Chikkajala,__MISSING__,0
11,14,7,47,10,19,4,4,1,0,0,-0.9659258262890684,0.2588190451025203,0,1,1,0,63,0,0,,FKID003852,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Upparpet,Upparpet,__MISSING__,0
11,16,0,16,10,18,4,4,1,0,0,-1.0,-1.8369701987210297e-16,0,1,0,0,118,0,0,4496.882610116666,FKID003853,Non-corridor,water_logging,Low,water_logging_Non-corridor,water_logging_Low,water_logging_Halasur,Halasur,__MISSING__,0
12,14,2,5,10,20,4,4,1,0,0,-0.8660254037844386,0.5000000000000001,1,0,1,0,98,0,1,,FKID003854,ORR East 1,vehicle_breakdown,High,vehicle_breakdown_ORR East 1,vehicle_breakdown_High,vehicle_breakdown_Bellandur,Bellandur,__MISSING__,0
11,16,0,24,10,20,4,4,1,0,0,-0.8660254037844386,0.5000000000000001,0,1,0,0,178,0,0,,FKID003855,Non-corridor,water_logging,Low,water_logging_Non-corridor,water_logging_Low,water_logging_Jayanagara,Jayanagara,__MISSING__,0
1,16,0,37,10,20,4,4,1,0,0,-0.8660254037844386,0.5000000000000001,0,0,0,0,116,0,1,,FKID003856,Bannerghata Road,water_logging,High,water_logging_Bannerghata Road,water_logging_High,water_logging_Mico Layout,Mico Layout,__MISSING__,0
11,14,5,13,10,20,4,4,1,0,0,-0.8660254037844386,0.5000000000000001,0,1,1,0,124,0,0,45.58134771666666,FKID003857,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Electronic City,Electronic City,__MISSING__,0
11,13,0,24,10,21,4,4,0,0,0,-0.7071067811865477,0.7071067811865474,0,1,0,0,178,1,0,300.69633755,FKID003858,Non-corridor,tree_fall,Low,tree_fall_Non-corridor,tree_fall_Low,tree_fall_Jayanagara,Jayanagara,__MISSING__,0
13,4,0,14,10,20,4,4,1,0,0,-0.8660254037844386,0.5000000000000001,1,0,0,0,361,0,1,731.8328666666667,FKID003859,ORR East 2,construction,High,construction_ORR East 2,construction_High,construction_HAL Old Airport,HAL Old Airport,__MISSING__,0
11,14,3,50,10,18,4,4,1,0,0,-1.0,-1.8369701987210297e-16,0,1,1,0,181,0,0,,FKID003860,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Whitefield,Whitefield,__MISSING__,0
11,14,7,47,10,19,4,4,1,0,0,-0.9659258262890684,0.2588190451025203,0,1,1,0,63,0,0,,FKID003861,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Upparpet,Upparpet,__MISSING__,0
3,14,3,52,10,18,4,4,1,0,0,-1.0,-1.8369701987210297e-16,1,0,1,0,377,0,1,,FKID003862,Bellary Road 2,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 2,vehicle_breakdown_High,vehicle_breakdown_Yelahanka,Yelahanka,__MISSING__,0
11,14,3,50,10,18,4,4,1,0,0,-1.0,-1.8369701987210297e-16,0,1,1,0,181,0,0,,FKID003863,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Whitefield,Whitefield,__MISSING__,0
11,14,10,3,10,18,4,4,1,0,0,-1.0,-1.8369701987210297e-16,0,1,1,0,245,0,0,,FKID003864,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Banaswadi,Banaswadi,__MISSING__,0
11,14,3,50,10,18,4,4,1,0,0,-1.0,-1.8369701987210297e-16,0,1,1,0,181,0,0,,FKID003865,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Whitefield,Whitefield,__MISSING__,0
11,6,0,41,10,21,4,4,0,0,0,-0.7071067811865477,0.7071067811865474,0,1,0,0,127,0,0,,FKID003866,Non-corridor,others,Low,others_Non-corridor,others_Low,others_R.T. Nagar,R.T. Nagar,__MISSING__,0
11,2,0,48,10,21,4,4,0,0,0,-0.7071067811865477,0.7071067811865474,0,1,0,0,37,0,0,,FKID003867,Non-corridor,accident,Low,accident_Non-corridor,accident_Low,accident_V.V.Puram (C.Pet),V.V.Puram (C.Pet),__MISSING__,0
21,7,0,34,10,22,4,4,0,0,1,-0.5000000000000004,0.8660254037844384,1,0,0,0,142,0,1,,FKID003868,West of Chord Road,pot_holes,High,pot_holes_West of Chord Road,pot_holes_High,pot_holes_Magadi Road,Magadi Road,__MISSING__,0
21,13,0,36,10,22,4,4,0,0,1,-0.5000000000000004,0.8660254037844384,1,0,0,0,80,0,1,155.89571066666667,FKID003869,West of Chord Road,tree_fall,High,tree_fall_West of Chord Road,tree_fall_High,tree_fall_Malleshwaram,Malleshwaram,__MISSING__,0
2,14,6,43,10,22,4,4,0,0,1,-0.5000000000000004,0.8660254037844384,1,0,1,0,302,0,1,,FKID003870,Bellary Road 1,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_High,vehicle_breakdown_Sadashivanagar,Sadashivanagar,__MISSING__,0
12,7,0,14,10,23,4,4,0,0,1,-0.25881904510252157,0.9659258262890681,1,0,0,0,361,0,1,,FKID003871,ORR East 1,pot_holes,High,pot_holes_ORR East 1,pot_holes_High,pot_holes_HAL Old Airport,HAL Old Airport,__MISSING__,0
11,14,2,52,10,21,4,4,0,0,0,-0.7071067811865477,0.7071067811865474,0,1,1,0,377,0,0,,FKID003872,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Yelahanka,Yelahanka,__MISSING__,0
1,14,8,37,10,23,4,4,0,0,1,-0.25881904510252157,0.9659258262890681,0,0,1,0,116,0,1,,FKID003873,Bannerghata Road,vehicle_breakdown,High,vehicle_breakdown_Bannerghata Road,vehicle_breakdown_High,vehicle_breakdown_Mico Layout,Mico Layout,__MISSING__,0
9,14,5,30,10,20,4,4,1,0,0,-0.8660254037844386,0.5000000000000001,1,0,1,0,224,0,1,,FKID003874,Magadi Road,vehicle_breakdown,High,vehicle_breakdown_Magadi Road,vehicle_breakdown_High,vehicle_breakdown_Kamakshipalya,Kamakshipalya,__MISSING__,0
1,14,8,24,10,21,4,4,0,0,0,-0.7071067811865477,0.7071067811865474,0,0,1,0,178,0,1,,FKID003875,Bannerghata Road,vehicle_breakdown,High,vehicle_breakdown_Bannerghata Road,vehicle_breakdown_High,vehicle_breakdown_Jayanagara,Jayanagara,__MISSING__,0
11,14,2,23,10,21,4,4,0,0,0,-0.7071067811865477,0.7071067811865474,0,1,1,0,197,0,0,,FKID003876,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Jalahalli,Jalahalli,__MISSING__,0
10,14,6,6,10,1,5,4,0,1,1,0.25881904510252074,0.9659258262890683,1,0,1,0,297,0,1,26.13505413333333,FKID003877,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Byatarayanapura,Byatarayanapura,__MISSING__,0
11,13,0,4,10,10,4,4,1,0,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,47,0,0,952.3543390833332,FKID003878,Non-corridor,tree_fall,Low,tree_fall_Non-corridor,tree_fall_Low,tree_fall_Basavanagudi,Basavanagudi,__MISSING__,0
11,2,0,43,10,22,4,4,0,0,1,-0.5000000000000004,0.8660254037844384,0,1,0,0,302,0,0,,FKID003879,Non-corridor,accident,Low,accident_Non-corridor,accident_Low,accident_Sadashivanagar,Sadashivanagar,__MISSING__,0
14,14,6,3,10,22,4,4,0,0,1,-0.5000000000000004,0.8660254037844384,1,0,1,0,245,0,1,,FKID003880,ORR North 1,vehicle_breakdown,High,vehicle_breakdown_ORR North 1,vehicle_breakdown_High,vehicle_breakdown_Banaswadi,Banaswadi,__MISSING__,0
2,14,6,18,10,22,4,4,0,0,1,-0.5000000000000004,0.8660254037844384,1,0,1,0,135,0,1,,FKID003881,Bellary Road 1,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_High,vehicle_breakdown_Hebbala,Hebbala,__MISSING__,0
18,14,4,16,10,1,5,4,0,1,1,0.25881904510252074,0.9659258262890683,1,0,1,0,118,0,1,35.63385138333333,FKID003882,Old Madras Road,vehicle_breakdown,High,vehicle_breakdown_Old Madras Road,vehicle_breakdown_High,vehicle_breakdown_Halasur,Halasur,__MISSING__,0
4,14,5,45,10,0,5,4,0,1,1,0.0,1.0,0,0,1,0,93,0,1,,FKID003883,CBD 1,vehicle_breakdown,High,vehicle_breakdown_CBD 1,vehicle_breakdown_High,vehicle_breakdown_Shivajinagar,Shivajinagar,__MISSING__,0
19,14,3,53,10,2,5,4,0,1,1,0.49999999999999994,0.8660254037844387,1,0,1,0,280,0,1,14.8788692,FKID003884,Tumkur Road,vehicle_breakdown,High,vehicle_breakdown_Tumkur Road,vehicle_breakdown_High,vehicle_breakdown_Yeshwanthpura,Yeshwanthpura,__MISSING__,0
16,14,5,2,10,2,5,4,0,1,1,0.49999999999999994,0.8660254037844387,1,0,1,0,102,0,1,,FKID003885,ORR West 1,vehicle_breakdown,High,vehicle_breakdown_ORR West 1,vehicle_breakdown_High,vehicle_breakdown_Banashankari,Banashankari,__MISSING__,0
19,14,8,53,10,3,5,4,0,1,1,0.7071067811865476,0.7071067811865476,1,0,1,0,280,0,1,,FKID003886,Tumkur Road,vehicle_breakdown,High,vehicle_breakdown_Tumkur Road,vehicle_breakdown_High,vehicle_breakdown_Yeshwanthpura,Yeshwanthpura,__MISSING__,0
2,14,6,32,10,22,4,4,0,0,1,-0.5000000000000004,0.8660254037844384,1,0,1,0,272,0,1,,FKID003887,Bellary Road 1,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_High,vehicle_breakdown_Kodigehalli,Kodigehalli,__MISSING__,0
11,6,0,47,10,3,5,4,0,1,1,0.7071067811865476,0.7071067811865476,0,1,0,0,63,0,0,2533.2403664333333,FKID003888,Non-corridor,others,Low,others_Non-corridor,others_Low,others_Upparpet,Upparpet,__MISSING__,0
11,14,2,45,10,3,5,4,0,1,1,0.7071067811865476,0.7071067811865476,0,1,1,0,93,0,0,,FKID003889,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Shivajinagar,Shivajinagar,__MISSING__,0
11,14,2,36,10,3,5,4,0,1,1,0.7071067811865476,0.7071067811865476,0,1,1,0,80,0,0,10.893157416666666,FKID003890,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Malleshwaram,Malleshwaram,__MISSING__,0
7,6,0,1,10,4,5,4,0,1,1,0.8660254037844386,0.5000000000000001,1,0,0,0,171,0,1,,FKID003891,Hosur Road,others,High,others_Hosur Road,others_High,others_Ashok Nagar,Ashok Nagar,__MISSING__,0
11,6,0,43,10,5,5,4,0,1,1,0.9659258262890683,0.25881904510252074,0,1,0,0,302,0,0,,FKID003892,Non-corridor,others,Low,others_Non-corridor,others_Low,others_Sadashivanagar,Sadashivanagar,__MISSING__,0
11,14,2,48,10,4,5,4,0,1,1,0.8660254037844386,0.5000000000000001,0,1,1,0,37,0,0,48.53696371666667,FKID003893,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_V.V.Puram (C.Pet),V.V.Puram (C.Pet),__MISSING__,0
10,14,5,1,10,4,5,4,0,1,1,0.8660254037844386,0.5000000000000001,1,0,1,0,171,0,1,58.50245235,FKID003894,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Ashok Nagar,Ashok Nagar,__MISSING__,0
10,14,2,11,10,5,5,4,0,1,1,0.9659258262890683,0.25881904510252074,1,0,1,0,212,0,1,,FKID003895,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Cubbon Park,Cubbon Park,__MISSING__,0
9,11,0,30,10,5,5,4,0,1,1,0.9659258262890683,0.25881904510252074,1,0,0,0,224,0,1,,FKID003896,Magadi Road,road_conditions,High,road_conditions_Magadi Road,road_conditions_High,road_conditions_Kamakshipalya,Kamakshipalya,__MISSING__,0
11,0,0,48,1,21,1,11,0,0,0,-0.7071067811865477,0.7071067811865474,0,1,0,1,37,0,0,,FKID003897,Non-corridor,Debris,Low,Debris_Non-corridor,Debris_Low,Debris_V.V.Puram (C.Pet),V.V.Puram (C.Pet),Central Zone 2,0
9,14,2,30,10,5,5,4,0,1,1,0.9659258262890683,0.25881904510252074,1,0,1,0,224,0,1,,FKID003898,Magadi Road,vehicle_breakdown,High,vehicle_breakdown_Magadi Road,vehicle_breakdown_High,vehicle_breakdown_Kamakshipalya,Kamakshipalya,__MISSING__,0
11,16,0,23,10,6,5,4,0,1,0,1.0,6.123233995736766e-17,0,1,0,0,197,0,0,4277.100367116666,FKID003899,Non-corridor,water_logging,Low,water_logging_Non-corridor,water_logging_Low,water_logging_Jalahalli,Jalahalli,__MISSING__,0
9,6,0,30,10,5,5,4,0,1,1,0.9659258262890683,0.25881904510252074,1,0,0,0,224,0,1,14.85765895,FKID003900,Magadi Road,others,High,others_Magadi Road,others_High,others_Kamakshipalya,Kamakshipalya,__MISSING__,0
11,6,0,6,10,5,5,4,0,1,1,0.9659258262890683,0.25881904510252074,0,1,0,0,297,0,0,,FKID003901,Non-corridor,others,Low,others_Non-corridor,others_Low,others_Byatarayanapura,Byatarayanapura,__MISSING__,0
11,14,3,26,10,4,5,4,0,1,1,0.8660254037844386,0.5000000000000001,0,1,1,0,134,0,0,,FKID003902,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Jnanabharathi,Jnanabharathi,__MISSING__,0
18,14,5,1,10,4,5,4,0,1,1,0.8660254037844386,0.5000000000000001,1,0,1,0,171,0,1,,FKID003903,Old Madras Road,vehicle_breakdown,High,vehicle_breakdown_Old Madras Road,vehicle_breakdown_High,vehicle_breakdown_Ashok Nagar,Ashok Nagar,__MISSING__,0
11,16,0,52,10,6,5,4,0,1,0,1.0,6.123233995736766e-17,0,1,0,0,377,0,0,2869.6824818166665,FKID003904,Non-corridor,water_logging,Low,water_logging_Non-corridor,water_logging_Low,water_logging_Yelahanka,Yelahanka,__MISSING__,0
11,16,0,7,10,6,5,4,0,1,0,1.0,6.123233995736766e-17,0,1,0,0,192,0,0,,FKID003905,Non-corridor,water_logging,Low,water_logging_Non-corridor,water_logging_Low,water_logging_Chamarajpet,Chamarajpet,__MISSING__,0
