id,event_type,event_cause,latitude,longitude,address,corridor,junction,zone,police_station,priority,requires_road_closure,vehicle_type,start_datetime,end_datetime,closed_datetime,status,is_stale_active,duration_mins,hour_of_day,day_of_week,month,is_high_priority_corridor,is_non_corridor,description,modified_datetime
FKID004443,unplanned,vehicle_breakdown,12.9857398,77.479266,"Magadi Main Road, Byadrahalli, Bengaluru, Karnataka. Pin-560091 (India)",Non-corridor,,,Kamakshipalya,Low,False,lcv,2024-01-21 00:23:56.580000+00:00,,2024-01-21 02:08:35.818606+00:00,closed,False,104.65397676666666,0,6,1,False,True,Tiear puncher,2024-01-21 02:08:35.819147+00:00
FKID004445,unplanned,vehicle_breakdown,12.8792647,77.6466964,"Hosur Road, Sri Tirumala Sarovar, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",Hosur Road,,,Electronic City,High,False,lcv,2024-01-21 00:48:40.112000+00:00,,2024-01-21 01:29:32.065136+00:00,closed,False,40.8658856,0,6,1,True,False,On fly over,2024-01-21 01:29:32.065616+00:00
FKID004446,unplanned,vehicle_breakdown,13.02598,77.7200833,"MBT Road, Kodandaram, Medahalli, Bengaluru, Karnataka. Pin-560049 (India)",Non-corridor,,East Zone 2,K.R. Pura,Low,False,lcv,2023-12-05 21:32:14.452000+00:00,,2023-12-05 23:29:48.458974+00:00,closed,False,117.56678289999999,21,1,12,False,True,LGV vehicle off Road Battarahalli towards hosakote sir,2023-12-05 23:29:48.459469+00:00
FKID004447,unplanned,vehicle_breakdown,12.9563113,77.7058354,"Marathahalli Bridge Service Road, Aisshwarya Serenity, Lakshmi Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",Varthur Road,,East Zone 1,HAL Old Airport,High,False,lcv,2023-11-11 20:18:30.254000+00:00,,,closed,False,,20,5,11,False,False,ಸ್ಪೇಯ್ಸ್ ಗಾರ್ಡನ್ ಕಡೆಯಿಂದ ಮಾರತಹಳ್ಳಿ ಹೋಗುವ ರಸ್ತೆಯಲ್ಲಿ ಸದರಿ ವಾಹನವು ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿ ನಿಂತಿರುತ್ತದೆ ಸರ್.,2023-11-11 22:35:47.970121+00:00
FKID004457,unplanned,vehicle_breakdown,13.0089967,77.5269135,"Dr Rajkumar Puniya Bhoomi Road, Malleshwar Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",Non-corridor,,,Rajajinagar,Low,False,lcv,2024-01-21 08:21:36.469000+00:00,,,closed,False,,8,6,1,False,True,Puncher hagirutthade,2024-01-21 10:35:48.000015+00:00
FKID004468,unplanned,vehicle_breakdown,13.0496095,77.5932886,"Kempapura Main Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",Bellary Road 1,,North Zone 1,Hebbala,High,False,lcv,2023-11-12 23:10:25.786000+00:00,,,closed,False,,23,6,11,True,False,Due to gear problem,2023-11-13 01:35:47.981920+00:00
FKID004496,unplanned,vehicle_breakdown,13.0197796,77.7095576,"1st Main Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",Non-corridor,,East Zone 2,K.R. Pura,Low,True,lcv,2024-01-08 09:14:46.641000+00:00,,2024-01-08 09:44:06.445905+00:00,closed,False,29.330081749999998,9,0,1,False,True,Starting problem,2024-01-08 09:44:06.446500+00:00
FKID004511,unplanned,vehicle_breakdown,13.0197731,77.7087354,"MBT Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",Non-corridor,,,K.R. Pura,Low,False,lcv,2024-01-22 02:44:56.727000+00:00,,2024-01-22 03:53:34.458874+00:00,closed,False,68.62886456666666,2,0,1,False,True,Tyre bust,2024-01-22 03:53:34.459464+00:00
FKID004517,unplanned,vehicle_breakdown,12.9957617,77.7580471,"Whitefield Main Road, MJR Pearl, Kadugodi, Bengaluru, Karnataka. Pin-560067 (India)",Non-corridor,,East Zone 1,Mahadevapura,Low,False,lcv,2023-11-14 08:32:05.768000+00:00,,,closed,False,,8,1,11,False,True,Slow moving traffic Hopefarm towards Belathur,2023-11-14 10:35:47.755710+00:00
FKID004520,unplanned,vehicle_breakdown,13.0600554,77.465896,"Mumbai Bengaluru Highway, Bynapalya, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",Non-corridor,,,No Police Station,Low,False,lcv,2024-01-22 07:40:44.877000+00:00,,,closed,False,,7,0,1,False,True,Towards in coming TCI on flyover due to diesel [LOCATION],2024-01-22 10:35:48.040284+00:00
FKID004558,unplanned,vehicle_breakdown,13.042539,77.5495742,"Outer Ring Road, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",ORR North 2,,North Zone 2,Jalahalli,High,False,lcv,2023-12-07 21:23:00.346000+00:00,,,closed,False,,21,3,12,True,False,Due to starting problem Eicher vehicle off road near Durga steel towards bel u turn sir,2023-12-07 23:35:47.837009+00:00
FKID004579,unplanned,vehicle_breakdown,13.0303387,77.5871798,"Bellary Road, UAS Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",Bellary Road 1,,North Zone 2,Hebbala,High,False,lcv,2023-12-08 02:36:56.430000+00:00,,,closed,False,,2,4,12,True,False,,2023-12-08 05:35:47.848092+00:00
FKID004580,unplanned,vehicle_breakdown,13.0199617,77.7092517,"MBT Road, Sri Ram Layout, Battarahalli, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",Non-corridor,,East Zone 2,K.R. Pura,Low,True,lcv,2024-01-09 06:32:59.949000+00:00,,,closed,False,,6,1,1,False,True,Starting problem,2024-01-09 08:35:48.153892+00:00
FKID004581,unplanned,vehicle_breakdown,12.98380495,77.52899131,"G Narayana Kumar Road, Soundarya Kamakshi, Karekallu, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",Magadi Road,,West Zone 2,Kamakshipalya,High,False,lcv,2024-01-09 08:38:02.633000+00:00,,2024-01-09 09:27:14.790578+00:00,closed,False,49.2026263,8,1,1,True,False,Tata ace [PERSON] cut,2024-01-09 09:27:14.791060+00:00
FKID004600,unplanned,vehicle_breakdown,13.0370812,77.5418374,"Outer Ring Road, CQAE Staff Quarters, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",ORR North 2,,West Zone 1,Yeshwanthpura,High,False,lcv,2023-11-16 20:14:24.759000+00:00,,2023-11-16 21:25:06.388078+00:00,closed,False,70.69381796666667,20,3,11,True,False,Tyre burst near CQAE gate towards [PERSON] traffic one side moving sir,2023-11-16 21:25:06.388595+00:00
FKID004604,unplanned,vehicle_breakdown,13.0422769,77.5484704,"Outer Ring Road, Renaissance Reserva, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",ORR North 2,,North Zone 2,Jalahalli,High,False,lcv,2023-12-08 10:13:32.377000+00:00,,2023-12-08 10:21:05.263163+00:00,closed,False,7.5481027166666665,10,4,12,True,False,Due to engine problem it's off roaded near [LOCATION] junction towards bel u turn.. mes road,2023-12-08 10:21:05.263673+00:00
FKID004607,unplanned,vehicle_breakdown,13.0560892,77.4749277,"NICE Road, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",Non-corridor,,,No Police Station,Low,False,lcv,2023-12-08 08:45:51.147000+00:00,,,closed,False,,8,4,12,False,True,,2023-12-08 11:35:48.401971+00:00
FKID004611,unplanned,vehicle_breakdown,12.9658108,77.65806,"3rd Cross Road, Krishna Reddy Layout, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",Non-corridor,,Central Zone 1,Jeevanbheemanagar,Low,False,lcv,2023-12-08 19:18:07.272000+00:00,,2023-12-08 20:56:50.835765+00:00,closed,False,98.72606275,19,4,12,False,True,Vehicle off road [LOCATION] towards ngef sir,2023-12-08 20:56:50.836284+00:00
FKID004621,unplanned,vehicle_breakdown,13.0736844,77.4397021,"Mumbai Bengaluru Highway, Dasanapura, Bengaluru, Karnataka. Pin-562162 (India)",Non-corridor,,,No Police Station,Low,False,lcv,2023-12-08 20:08:13.423000+00:00,,,closed,False,,20,4,12,False,True,,2023-12-08 22:36:23.370722+00:00
FKID004633,unplanned,vehicle_breakdown,12.861995,77.6598631,"Hosur Road, Keerthi Royal Palms, Beretana Agarhara, Bengaluru, Karnataka. Pin-560100 (India)",Non-corridor,,South Zone 1,Electronic City,Low,False,lcv,2024-01-10 05:21:22.836000+00:00,,2024-01-10 05:39:04.411973+00:00,closed,False,17.692932883333334,5,2,1,False,True,Ec fly over towards City lgv offroad nera beretena agrahara sir,2024-01-10 05:39:04.412544+00:00
FKID004639,unplanned,vehicle_breakdown,13.0574195,77.4729628,"Mumbai Bengaluru Highway, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",Non-corridor,,,No Police Station,Low,False,lcv,2024-01-10 05:30:44.562000+00:00,,,closed,False,,5,2,1,False,True,Clatch problem sir,2024-01-10 07:35:47.583486+00:00
FKID004689,unplanned,vehicle_breakdown,13.0472913,77.5007091,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",Non-corridor,,West Zone 1,Peenya,Low,False,lcv,2023-11-19 21:52:26.750000+00:00,,2023-11-19 23:34:29.477964+00:00,closed,False,102.04546606666666,21,6,11,False,True,"Peenya flyover incoming [LOCATION] station on flyover lgv vehicles Tyre puncher, vehicles one side moving towards goragontepalya",2023-11-19 23:34:29.478518+00:00
FKID004705,unplanned,vehicle_breakdown,13.067594,77.4500109,"Mumbai Bengaluru Highway, Alur Village, Bengaluru, Karnataka. Pin-562162 (India)",Non-corridor,,,No Police Station,Low,False,lcv,2024-01-23 06:20:36.918000+00:00,,,closed,False,,6,1,1,False,True,,2024-01-23 08:35:47.719162+00:00
FKID004709,unplanned,vehicle_breakdown,13.0161856,77.7094731,"Seegehalli Main Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",Non-corridor,,East Zone 2,K.R. Pura,Low,False,lcv,2023-12-10 04:57:36.973000+00:00,,2023-12-10 05:04:56.032140+00:00,closed,False,7.317652333333333,4,6,12,False,True,ಸೀಗೆಹಳ್ಳಿ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿ ಗೂಡ್ಸ್ ಗಾಡಿ ನಿಂತಿದೆ ಟ್ರಾಫಿಕ್ ಮೂಮೆಂಟ್ ಸ್ಲೋ ಇದೆ ಸರ್,2023-12-10 05:04:56.526602+00:00
FKID004719,unplanned,vehicle_breakdown,13.0464401,77.5020975,"Mumbai Bengaluru Highway, The Edge, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",Non-corridor,,West Zone 1,Peenya,Low,False,lcv,2024-01-11 04:03:48.281000+00:00,,,closed,False,,4,3,1,False,True,Tata Ace off road near [LOCATION] on flyover towards outgoing side due to tyre puncher sir traffic one side normal moving sir,2024-01-11 06:35:48.057965+00:00
FKID004748,unplanned,vehicle_breakdown,13.0425069,77.5490278,"2nd Main Road, Seetharam Industrial Estate, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",ORR North 2,,North Zone 2,Jalahalli,High,False,lcv,2023-11-22 00:49:01.318000+00:00,,2023-11-22 01:15:14.233376+00:00,closed,False,26.215256266666664,0,2,11,True,False,Starting priblem sir traffic one side moment sir,2023-11-22 01:15:14.234014+00:00
FKID004757,unplanned,vehicle_breakdown,13.2128633,77.673985,"Bengaluru Bellary Road, Sattva Aeropolis, Udayagiri, Bengaluru, Karnataka. Pin-562110 (India)",Non-corridor,,,Devanahalli Airport,Low,False,lcv,2023-12-11 07:54:18.306000+00:00,,,closed,False,,7,0,12,False,True,vehicle breakdown near. sattva aeropolis towards city,2023-12-11 10:35:48.412388+00:00
FKID004770,unplanned,vehicle_breakdown,13.0224983,77.7139583,"MBT Road, RIFCO Shanthinikethan Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",Non-corridor,,East Zone 2,K.R. Pura,Low,False,lcv,2023-11-22 13:59:31.290000+00:00,,2023-11-22 14:43:34.368041+00:00,closed,False,44.05130068333334,13,2,11,False,True,ಮೇಡಳ್ಳಿ ಜಂಕ್ಷನ್ ನಿಂದ ಭಟ್ಟರಹಳ್ಳಿ ಜಂಕ್ಷನ್ ಗೆ ಬರುವ ಕಡೆ ಗೇರ್ ರಾಡ್ ಕಟ್ಟಾಗಿ ನಿಂತಿದೆ ಸರ್,2023-11-22 14:43:34.368525+00:00
FKID004782,unplanned,vehicle_breakdown,13.0414829,77.5470215,"Outer Ring Road, Renaissance Reserva, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",ORR North 2,,North Zone 2,Jalahalli,High,False,lcv,2023-11-22 20:11:26.350000+00:00,,,closed,False,,20,2,11,True,False,Vehicle break down,2023-11-22 22:35:47.834391+00:00
FKID004802,unplanned,vehicle_breakdown,13.0501183,77.4948359,"Mumbai Bengaluru Highway, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",Non-corridor,,West Zone 1,Chikkabanavara,Low,False,lcv,2023-12-11 23:52:55.669000+00:00,,,closed,False,,23,0,12,False,True,[LOCATION] station main track lgv vehicle off-road towards city traffic one side movement,2023-12-12 02:35:47.536752+00:00
FKID004820,unplanned,vehicle_breakdown,13.0431929,77.5519516,"Outer Ring Road, Bahubali Nagar, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",ORR North 2,,North Zone 2,Jalahalli,High,False,lcv,2023-12-11 23:32:45.784000+00:00,,,closed,False,,23,0,12,True,False,[PERSON] off road on mes road towards gg palya sir,2023-12-12 01:35:47.589345+00:00
FKID004831,unplanned,vehicle_breakdown,12.9998347,77.6757072,"MBT Road, Kotturu, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",ORR East 2,,East Zone 2,Banaswadi,High,False,lcv,2023-11-24 20:25:20.449000+00:00,,,closed,False,,20,4,11,True,False,Towards k r pura railway station,2023-11-24 22:35:47.720764+00:00
FKID004837,unplanned,vehicle_breakdown,13.049128,77.4958286,"Mumbai Bengaluru Highway, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",Non-corridor,,West Zone 1,Peenya,Low,False,lcv,2024-01-12 08:27:51.701000+00:00,,2024-01-12 08:58:54.648139+00:00,closed,False,31.049118983333337,8,4,1,False,True,[LOCATION] station Main track LCV vehicle off-road towards city traffic one side movement,2024-01-12 08:58:54.648794+00:00
FKID004845,unplanned,vehicle_breakdown,12.9558583,77.7263767,"HAL Airport Road, Sumadhura LNR Lake Breeze, Siddapura, Bengaluru, Karnataka. Pin-560066 (India)",Varthur Road,,East Zone 1,Whitefield,High,False,lcv,2023-11-25 05:45:04.080000+00:00,,2023-11-25 06:39:35.971990+00:00,closed,False,54.53153316666667,5,5,11,False,False,Tyre puncture,2023-11-25 06:39:35.972516+00:00
FKID004871,unplanned,vehicle_breakdown,13.1173454,77.608609,"Bellary Road, North Gate Office Park Phase 3, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",Bellary Road 2,,North Zone 2,Yelahanka,High,False,lcv,2024-01-12 20:30:46.954000+00:00,,,closed,False,,20,4,1,True,False,Palahalli sky onflyover to wards airport lgv vehicle starting problem sir traffic normal mument sir,2024-01-12 22:35:47.949230+00:00
FKID004877,unplanned,vehicle_breakdown,13.0478795,77.4999942,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",Non-corridor,,North Zone 2,Chikkabanavara,Low,False,lcv,2023-12-12 20:00:19.791000+00:00,,,closed,False,,20,1,12,False,True,[LOCATION] on flyover towards city lgv off road due to tyre puncher sir traffic one side moving sir,2023-12-12 22:35:48.001457+00:00
FKID004878,unplanned,vehicle_breakdown,13.04175,77.5471067,"Outer Ring Road, Renaissance Reserva, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",ORR North 2,,North Zone 2,Jalahalli,High,False,lcv,2023-12-12 20:09:30.541000+00:00,,,closed,False,,20,1,12,True,False,,2023-12-12 22:35:48.020623+00:00
FKID004879,unplanned,vehicle_breakdown,13.0872074,77.5953629,"Bellary Road, Legacy Cirocco, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",Bellary Road 2,,North Zone 2,Yelahanka,High,False,lcv,2023-11-26 07:36:08.738000+00:00,,,closed,False,,7,6,11,True,False,Traffic movement slow,2023-11-26 10:35:47.943104+00:00
FKID004888,unplanned,vehicle_breakdown,13.1125287,77.6056265,"Bellary Road, SN Halli, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",Bellary Road 2,,North Zone 2,Yelahanka,High,False,lcv,2023-12-12 20:22:29.685000+00:00,,,closed,False,,20,1,12,True,False,[PERSON] off road at venkatala on fly over towords city.,2023-12-12 22:35:48.054036+00:00
FKID004895,unplanned,vehicle_breakdown,12.9198233,77.542495,"Ittamadu Road, Thimmaraya Gowda Layout, Ittamadu, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",Non-corridor,,West Zone 1,Banashankari,Low,False,lcv,2023-12-12 20:42:14.349000+00:00,,2023-12-12 22:37:32.714806+00:00,closed,False,115.30609676666667,20,1,12,False,True,Mini lorry got off road due to technical problem at vbb bakery  to wards  ittamadu jn.,2023-12-12 22:37:32.715458+00:00
FKID004914,unplanned,vehicle_breakdown,12.9473755,77.5328074,"Mysore Road, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",Mysore Road,,West Zone 2,Byatarayanapura,High,False,lcv,2023-11-27 19:04:48.648000+00:00,,2023-11-27 19:39:47.634607+00:00,closed,False,34.983110116666666,19,0,11,True,False,Self accident Mysore road upper Ram nearby shell petrol bunk,2023-11-27 19:39:47.635176+00:00
FKID004935,unplanned,vehicle_breakdown,13.0281488,77.5856916,"Bellary Road, Laxmaiah Block, Ganga Nagar, Bengaluru, Karnataka. Pin-560024 (India)",Bellary Road 1,,North Zone 2,Kodigehalli,High,False,lcv,2023-11-27 22:27:31.551000+00:00,,,closed,False,,22,0,11,True,False,Vehicle breakdown due to engine problem at veterinary college service road,2023-11-28 00:35:47.781484+00:00
FKID004943,unplanned,vehicle_breakdown,12.9854788,77.5248865,"Magadi Main Road, Vinayaka Nagar, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",Magadi Road,,West Zone 1,Kamakshipalya,High,False,lcv,2023-12-13 06:28:52.237000+00:00,,,closed,False,,6,2,12,True,False,,2023-12-13 08:35:47.755769+00:00
FKID004969,unplanned,vehicle_breakdown,13.0978923,77.5670813,"Yelahanka Road, Sai Ram Layout, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",Non-corridor,,North Zone 2,Yelahanka,Low,False,lcv,2023-12-14 02:29:31.606000+00:00,,,closed,False,,2,3,12,False,True,LGV off road near attur bus stop  towards [LOCATION] dhabha   vehicle movement is normal.,2023-12-14 04:35:47.935867+00:00
FKID004971,unplanned,vehicle_breakdown,12.8952517,77.5550817,"1st Main Road, Prashanthi Nagar Extension, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)",Non-corridor,,South Zone 1,K.S. Layout,Low,False,lcv,2024-01-13 06:34:42.646000+00:00,,,closed,False,,6,5,1,False,True,ವಸಂತ್ಪುರ  ಟು ವರ್ಡ್ಸ್ ವಸಂತಪುರ ಕ್ರಾಸ್ . ಕಡೆಗೆ,2024-01-13 08:35:47.931207+00:00
FKID004973,unplanned,vehicle_breakdown,13.0122936,77.6988829,"6th Main Road, KR Puram Extension, Bengaluru, Karnataka. Pin-560036 (India)",Non-corridor,,East Zone 2,K.R. Pura,Low,False,lcv,2024-01-13 08:17:15.128000+00:00,,,closed,False,,8,5,1,False,True,Vehicle break down,2024-01-13 10:35:48.139471+00:00
FKID004975,unplanned,vehicle_breakdown,12.8995983,77.6335883,"Hosur Road, Vajpayee Nagar, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",Hosur Road,,South Zone 2,HSR Layout,High,False,lcv,2024-01-13 09:16:09.353000+00:00,,,closed,False,,9,5,1,True,False,[LOCATION] sir Electronic city fly over towards city near [LOCATION] station Echear vehicle two tyre blast vehicle not moveing sir one side traffic slow moving sir please note sir towards city,2024-01-13 11:35:47.936555+00:00
FKID004999,unplanned,vehicle_breakdown,13.0035148,77.5298216,"17th Main Road, RIECHS Layout, Kurubarahalli, Bengaluru, Karnataka. Pin-560086 (India)",Non-corridor,,West Zone 1,Rajajinagar,Low,False,lcv,2024-01-13 20:06:18.722000+00:00,,2024-01-13 20:54:40.971738+00:00,closed,False,48.370828966666664,20,5,1,False,True,,2024-01-13 20:54:40.972278+00:00
FKID005014,unplanned,vehicle_breakdown,12.9606384,77.7476032,"Whitefield Main Road, Incor Carmel Heights, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",Non-corridor,,,Whitefield,Low,False,lcv,2024-01-25 11:07:50.788000+00:00,,,closed,False,,11,3,1,False,True,Vehicle off road near [LOCATION]. Traffic movement very slow,2024-01-25 13:35:48.024594+00:00
FKID005024,unplanned,vehicle_breakdown,13.0424133,77.5492224,"Outer Ring Road, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",ORR North 2,,North Zone 2,Jalahalli,High,False,lcv,2023-12-15 03:56:39.730000+00:00,,2023-12-15 04:09:43.515715+00:00,closed,False,13.06309525,3,4,12,True,False,,2023-12-15 06:21:11.209883+00:00
FKID005025,unplanned,vehicle_breakdown,12.997415,77.6640825,"MBT Road, Rajeev Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",ORR North 1,,East Zone 2,Banaswadi,High,False,lcv,2023-12-15 07:14:23.302000+00:00,,,closed,False,,7,4,12,True,False,ಟೆಕ್ನಿಕಲ್ ಪ್ರಾಬ್ಲೆಮ್,2023-12-15 09:35:48.071355+00:00
FKID005044,unplanned,vehicle_breakdown,13.0429917,77.5986233,"MBT Road, Kariyanna Layout, Guddadahalli, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",ORR North 1,,North Zone 1,Hebbala,High,False,lcv,2023-12-15 21:12:23.792000+00:00,,2023-12-15 21:30:02.042882+00:00,closed,False,17.6375147,21,4,12,True,False,Starting problem sir,2023-12-15 21:30:02.043508+00:00
FKID005085,unplanned,vehicle_breakdown,13.0480034,77.5001494,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",Non-corridor,,North Zone 2,Chikkabanavara,Low,False,lcv,2023-12-16 20:47:49.167000+00:00,,,closed,False,,20,5,12,False,True,This vehicle battery problem at IKEA opposite on flyover towards city traffic movement normal sir,2023-12-16 23:35:47.706656+00:00
FKID005109,unplanned,vehicle_breakdown,13.0195814,77.7085774,"MBT Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",Non-corridor,,East Zone 2,K.R. Pura,Low,False,lcv,2023-12-17 10:10:13.770000+00:00,,,closed,False,,10,6,12,False,True,Vehicle break down bhattarahalli towards hoskotr fron [PERSON] puncher,2023-12-17 12:35:47.967626+00:00
FKID005122,unplanned,vehicle_breakdown,12.922265,77.65903,"Outer Ring Road, Iblur Village, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",ORR East 1,,Central Zone 1,Bellandur,High,False,lcv,2024-01-15 20:22:07.923000+00:00,,,closed,False,,20,0,1,True,False,27th downramp to ibbluru traffic slow moment sir,2024-01-15 22:35:48.065669+00:00
FKID005123,unplanned,vehicle_breakdown,13.0601454,77.4622716,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",Non-corridor,,,No Police Station,Low,False,lcv,2024-01-15 20:30:38.414000+00:00,,,closed,False,,20,0,1,False,True,Center joint problem towards [PERSON] outgoing main track traffic normal moving,2024-01-15 22:35:48.079602+00:00
FKID005131,unplanned,vehicle_breakdown,13.06034,77.4622015,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",Non-corridor,,,No Police Station,Low,False,lcv,2024-01-15 20:42:51.233000+00:00,,,closed,False,,20,0,1,False,True,Vehicle joint cut issue [PHONE],2024-01-15 23:35:47.776983+00:00
FKID005133,unplanned,vehicle_breakdown,12.98704927,77.49115508,"Magadi Main Road, Herohalli Cross, Madeshwara Nagar, Bengaluru, Karnataka. Pin-560091 (India)",Magadi Road,,West Zone 1,Kamakshipalya,High,False,lcv,2023-12-18 20:54:19.968000+00:00,,2023-12-18 21:41:14.167277+00:00,closed,False,46.903321283333334,20,0,12,True,False,,2023-12-18 21:41:14.167857+00:00
FKID005145,unplanned,vehicle_breakdown,13.0499347,77.5927711,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",Bellary Road 1,,,Kodigehalli,High,False,lcv,2024-01-28 19:53:27.164000+00:00,,,closed,False,,19,6,1,True,False,This vehicle completely left side of the road there's no problem to traffic.,2024-01-28 22:35:48.136236+00:00
FKID005146,unplanned,vehicle_breakdown,13.0499687,77.5927075,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",Bellary Road 1,,,Kodigehalli,High,False,lcv,2024-01-28 19:55:16.124000+00:00,,,closed,False,,19,6,1,True,False,There's no problem to traffic,2024-01-28 22:35:48.159175+00:00
FKID005148,unplanned,vehicle_breakdown,13.0434917,77.607755,"MBT Road, SNN Clermont, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",ORR North 1,,,Hebbala,High,False,lcv,2024-01-28 22:37:08.129000+00:00,,,closed,False,,22,6,1,True,False,Starting problem,2024-01-29 01:35:47.555071+00:00
FKID005149,unplanned,vehicle_breakdown,13.0734717,77.4394717,"Mumbai Bengaluru Highway, Dasanapura, Bengaluru, Karnataka. Pin-562162 (India)",Non-corridor,,,No Police Station,Low,False,lcv,2023-12-21 01:47:57.435000+00:00,,,closed,False,,1,3,12,False,True,,2023-12-21 04:35:48.350598+00:00
FKID005154,unplanned,vehicle_breakdown,12.9603057,77.5875364,"Lalbagh Main Road, KS Garden, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",Non-corridor,PurnimaTheaterJunc,Central Zone 2,Halasuru Gate,Low,False,lcv,2023-12-21 05:28:55.499000+00:00,,,closed,False,,5,3,12,False,True,,2023-12-21 08:04:46.689347+00:00
FKID005182,unplanned,vehicle_breakdown,13.0200257,77.5840604,"Bellary Road, Embassy One, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",Bellary Road 1,,North Zone 2,R.T. Nagar,High,False,lcv,2023-12-26 05:29:05.090000+00:00,,,closed,False,,5,1,12,True,False,Off road at hmt bus stop incoming side towards mekhri cir,2023-12-26 07:35:47.767210+00:00
FKID005183,unplanned,vehicle_breakdown,12.9508198,77.7000234,"Outer Ring Road, Sharadamma Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 1,,,HAL Old Airport,High,False,lcv,2024-01-29 19:12:19.202000+00:00,,2024-01-29 19:42:00.186263+00:00,closed,False,29.683071050000002,19,0,1,True,False,ಮಾರತಳ್ಳಿ ಬ್ರಿಜ್ ಟುವರ್ಡ್ಸ್ ಸಿಲ್ಕ್ ಬೋರ್ಡ್ ಕಡೆಗೆ [PERSON] ರೋಡ್ ಹತ್ತಿರ ಕ್ರೀಮ್ ಸ್ಟೋನ್,2024-01-29 19:42:00.186986+00:00
FKID005187,unplanned,vehicle_breakdown,13.0334542,77.629103,"3rd Cross Road, Block 4 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",ORR North 1,,North Zone 1,K.G. Halli,High,False,lcv,2023-12-26 20:41:53.256000+00:00,,,closed,False,,20,1,12,True,False,Vehicle breakdown,2023-12-26 23:35:47.596596+00:00
